0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             10062014                                                                                                                                                                                                                                                                                                                                                                                      000001
1045421005424DIR_CREDIT     SAO LUCAS MEDICO HOSPITALAR LTDA        013360276000122UNIMED SERGIPE - COOP DE TRAB MEDICO    RUA SOCORRO 100_ SAO JOSE               ARACAJU                                 49015300SE4761700001                                                                                                                                          012587134           01052003000000852505/2003     21052014000404Contrato de prestação de serviços hospitalares aos beneficiários dos   planos de saúde operacionalizados pela contratante.                                                                                                                      013131370000100              000002
1008421002710DIR_CREDIT     OCS MIN E EMPREENDIMENTOS LTDA          034230979005418SUPERMIX CONCRETO S/A                   R PROF. JOSE VIEIRA DE MENDONçA, 1121   BELO HORIZONTE                          31310260MG4764200001                                                                                                                                          012577187           100120070000012817            22052014000404fornecimento de material produzido pela OCS-Mineração e EmpreendimentosLtda,a saber Brita 19mm,Brita 9,5mm e areia grossa de Brita,todos fornecidos e oferecidos em forma de tonelada.                                                          007323439000102              000003
1014421024990DIR_CREDIT     FLAVIO MOVEIS LTDA                      027406222000165DACASA FINANCEIRA S/A                   AV NOSSA SENHORA DA PENHA, 2035         VITORIA                                 29056245ES4765500001                                                                                                                                          012586461           010620070000023670S/NR        22052014000403recebíveis do cartão de crédito Private Label denominado Cartão        Palladium Móveis - DACASA.                                                                                                                                               005107922000116              000004
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008017658000118DIVETRO IND E COM DE REVEST VIDROS      ROD BR 116  N., 5871 KM 42              HORIZONTE                               62880000CE47937000010001888201P7624801  19052014900BRADESCO S/A        1806201400000000000069975CC                                                                                                                                                                                                                                                                                                                                                                                                         000094
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008017658000118DIVETRO IND E COM DE REVEST VIDROS      ROD BR 116  N., 5871 KM 42              HORIZONTE                               62880000CE47937000020001889101P7624802  19052014900BRADESCO S/A        1807201400000000000069975CC                                                                                                                                                                                                                                                                                                                                                                                                         000095
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008017658000118DIVETRO IND E COM DE REVEST VIDROS      ROD BR 116  N., 5871 KM 42              HORIZONTE                               62880000CE47937000030001890401P7624803  19052014900BRADESCO S/A        1808201400000000000069975CC                                                                                                                                                                                                                                                                                                                                                                                                         000096
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008017658000118DIVETRO IND E COM DE REVEST VIDROS      ROD BR 116  N., 5871 KM 42              HORIZONTE                               62880000CE47937000040001891201P7624804  19052014900BRADESCO S/A        1609201400000000000069975CC                                                                                                                                                                                                                                                                                                                                                                                                         000097
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000346450000130SILVANIA AMARO ALVES - ME               AV L , 870                              FORTALEZA                               60750110CE47938000010001879301P7623701  19052014900BRADESCO S/A        1806201400000000000088828CC                                                                                                                                                                                                                                                                                                                                                                                                         000098
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000346450000130SILVANIA AMARO ALVES - ME               AV L , 870                              FORTALEZA                               60750110CE47938000020001880701P7623702  19052014900BRADESCO S/A        1807201400000000000088828CC                                                                                                                                                                                                                                                                                                                                                                                                         000099
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000346450000130SILVANIA AMARO ALVES - ME               AV L , 870                              FORTALEZA                               60750110CE47938000030001881501P7623703  19052014900BRADESCO S/A        1808201400000000000088828CC                                                                                                                                                                                                                                                                                                                                                                                                         000100
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000346450000130SILVANIA AMARO ALVES - ME               AV L , 870                              FORTALEZA                               60750110CE47938000040001998601P76341    21052014900BRADESCO S/A        2006201400000000000016900CC                                                                                                                                                                                                                                                                                                                                                                                                         000101
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007197718000916FORNECEDORA-MAQUINAS E EQUIPAMENTO      RUA  JOSE RAIMUNDO MONTEIRO, 500 LOTE 11PARNAMIRIM                              59150000RN47939000010001569701P7524603  03042014900BRADESCO S/A        0207201400000000000290000CC                                                                                                                                                                                                                                                                                                                                                                                                         000102
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005099966000141M.E.G. EDICAO E COMERCIO DE LIVROS      R BARAO DO RIO BRANCO, 1620             FORTALEZA                               60025061CE47940000010001865301P7622801  16052014900BRADESCO S/A        1606201400000000000165000CC                                                                                                                                                                                                                                                                                                                                                                                                         000103
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005099966000141M.E.G. EDICAO E COMERCIO DE LIVROS      R BARAO DO RIO BRANCO, 1620             FORTALEZA                               60025061CE47940000020001866101P7622802  16052014900BRADESCO S/A        1507201400000000000165000CC                                                                                                                                                                                                                                                                                                                                                                                                         000104
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010238042000461ESPLANADA BRASIL S/A UNID 001           RODOVIA BR 020 KM, 12                   FORTALEZA                               61658000CE47941000010002018601P76350    22052014900BRADESCO S/A        2306201400000000000342000CC                                                                                                                                                                                                                                                                                                                                                                                                         000105
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        023711492000129V AZEVEDO & CIA LTDA EIRELI - ME        R PE RAUL VIEIRA , 000557               RUSSAS                                  62900000CE47942000010001804101P7586702  30042014900BRADESCO S/A        3006201400000000000171667CC                                                                                                                                                                                                                                                                                                                                                                                                         000106
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        023711492000129V AZEVEDO & CIA LTDA EIRELI - ME        R PE RAUL VIEIRA , 000557               RUSSAS                                  62900000CE47942000020001805001P7586703  30042014900BRADESCO S/A        2907201400000000000171666CC                                                                                                                                                                                                                                                                                                                                                                                                         000107
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013206755000270EDITORA E LIVRARIA NOVA NATAL LTDA      AVENIDA 13 DE MAIO , 429                FORTALEZA                               60040530CE47943000010001810601P7587002  30042014900BRADESCO S/A        3006201400000000000173333CC                                                                                                                                                                                                                                                                                                                                                                                                         000108
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013206755000270EDITORA E LIVRARIA NOVA NATAL LTDA      AVENIDA 13 DE MAIO , 429                FORTALEZA                               60040530CE47943000020001811401P7587003  30042014900BRADESCO S/A        2907201400000000000173334CC                                                                                                                                                                                                                                                                                                                                                                                                         000109
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001398311000113TECNOCOPIA - COMERCIO E SERVICOS L      RUA DOM QUINTINO, 748                   CRATO                                   63100070CE47944000010001480101P7503803  21032014900BRADESCO S/A        1906201400000000000176666CC                                                                                                                                                                                                                                                                                                                                                                                                         000110
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001398311000113TECNOCOPIA - COMERCIO E SERVICOS L      RUA DOM QUINTINO, 748                   CRATO                                   63100070CE47944000020001650201P7545603  11042014900BRADESCO S/A        1007201400000000000176666CC                                                                                                                                                                                                                                                                                                                                                                                                         000111
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        002920797000170SILVA & RAMOS LTDA                      RUA CORONEL POMPEU, 888                 ARACATI                                 62800000CE47945000010001675801P7551702  14042014900BRADESCO S/A        1306201400000000000176667CC                                                                                                                                                                                                                                                                                                                                                                                                         000112
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        002920797000170SILVA & RAMOS LTDA                      RUA CORONEL POMPEU, 888                 ARACATI                                 62800000CE47945000020001676601P7551703  14042014900BRADESCO S/A        1407201400000000000176666CC                                                                                                                                                                                                                                                                                                                                                                                                         000113
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        002920797000170SILVA & RAMOS LTDA                      RUA CORONEL POMPEU, 888                 ARACATI                                 62800000CE47945000030001882301P76239    19052014900BRADESCO S/A        1806201400000000000011300CC                                                                                                                                                                                                                                                                                                                                                                                                         000114
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041557349000106DIAGA COMERCIO DE ALIMENTOS E REPR      R MACEIO , 1460                         FORTALEZA                               60521105CE47946000010002011901P7634201  21052014900BRADESCO S/A        1906201400000000000095160CC                                                                                                                                                                                                                                                                                                                                                                                                         000115
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041557349000106DIAGA COMERCIO DE ALIMENTOS E REPR      R MACEIO , 1460                         FORTALEZA                               60521105CE47946000020002012701P7634202  21052014900BRADESCO S/A        2107201400000000000095160CC                                                                                                                                                                                                                                                                                                                                                                                                         000116
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041557349000106DIAGA COMERCIO DE ALIMENTOS E REPR      R MACEIO , 1460                         FORTALEZA                               60521105CE47946000030002013501P7634203  21052014900BRADESCO S/A        1808201400000000000095160CC                                                                                                                                                                                                                                                                                                                                                                                                         000117
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041557349000106DIAGA COMERCIO DE ALIMENTOS E REPR      R MACEIO , 1460                         FORTALEZA                               60521105CE47946000040002014301P7634204  21052014900BRADESCO S/A        1709201400000000000095160CC                                                                                                                                                                                                                                                                                                                                                                                                         000118
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000010001924201P7627301  20052014900BRADESCO S/A        1906201400000000000090500CC                                                                                                                                                                                                                                                                                                                                                                                                         000119
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000020001925101P7627302  20052014900BRADESCO S/A        2107201400000000000090500CC                                                                                                                                                                                                                                                                                                                                                                                                         000120
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000030001926901P7627303  20052014900BRADESCO S/A        1808201400000000000090500CC                                                                                                                                                                                                                                                                                                                                                                                                         000121
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000040001934001P7628401  20052014900BRADESCO S/A        1906201400000000000036667CC                                                                                                                                                                                                                                                                                                                                                                                                         000122
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000050001935801P7628402  20052014900BRADESCO S/A        2107201400000000000036667CC                                                                                                                                                                                                                                                                                                                                                                                                         000123
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005424523000189AGROCEL - AGROPECUARIA CEARENSE LT      RUA MELVIN JONES, 17 21,25,27 E SENA MADFORTALEZA                               60055450CE47947000060001936601P7628403  20052014900BRADESCO S/A        1808201400000000000036666CC                                                                                                                                                                                                                                                                                                                                                                                                         000124
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007156086000195INSTITUTO DE ASSISTENCIA SOCIAL         RUA SAO PAULO, 843                      FORTALEZA                               60030100CE47948000010001969201P7631301  21052014900BRADESCO S/A        2006201400000000000150900CC                                                                                                                                                                                                                                                                                                                                                                                                         000125
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007156086000195INSTITUTO DE ASSISTENCIA SOCIAL         RUA SAO PAULO, 843                      FORTALEZA                               60030100CE47948000020001970601P7631302  21052014900BRADESCO S/A        2107201400000000000150900CC                                                                                                                                                                                                                                                                                                                                                                                                         000126
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007156086000195INSTITUTO DE ASSISTENCIA SOCIAL         RUA SAO PAULO, 843                      FORTALEZA                               60030100CE47948000030001971401P7631303  21052014900BRADESCO S/A        1908201400000000000150900CC                                                                                                                                                                                                                                                                                                                                                                                                         000127
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009445644000168BACHA E COMPANHIA LTDA                  RUA FLORIANO PEIXOTO, 221               FORTALEZA                               60025130CE47949000010001748701P7578302  28042014900BRADESCO S/A        2706201400000000000094605CC                                                                                                                                                                                                                                                                                                                                                                                                         000128
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009445644000168BACHA E COMPANHIA LTDA                  RUA FLORIANO PEIXOTO, 221               FORTALEZA                               60025130CE47949000020001974901P7631901  21052014900BRADESCO S/A        2006201400000000000194125CC                                                                                                                                                                                                                                                                                                                                                                                                         000129
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009445644000168BACHA E COMPANHIA LTDA                  RUA FLORIANO PEIXOTO, 221               FORTALEZA                               60025130CE47949000030001975701P7631902  21052014900BRADESCO S/A        2107201400000000000194125CC                                                                                                                                                                                                                                                                                                                                                                                                         000130
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000010001768101P7581302  29042014900BRADESCO S/A        3006201400000000000137800CC                                                                                                                                                                                                                                                                                                                                                                                                         000131
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000020001769001P7581303  29042014900BRADESCO S/A        2807201400000000000137800CC                                                                                                                                                                                                                                                                                                                                                                                                         000132
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000030001874201P7623301  19052014900BRADESCO S/A        1806201400000000000082800CC                                                                                                                                                                                                                                                                                                                                                                                                         000133
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000040001875101P7623302  19052014900BRADESCO S/A        1807201400000000000082800CC                                                                                                                                                                                                                                                                                                                                                                                                         000134
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010462976000130MAQUILAR COM DE MAQUINAS P ESC E A      RUA PERBOYRE E SILVA , 68               FORTALEZA                               60030200CE47950000050001876901P7623303  19052014900BRADESCO S/A        1808201400000000000082800CC                                                                                                                                                                                                                                                                                                                                                                                                         000135
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000010001539501P7521303  01042014900BRADESCO S/A        3006201400000000000094747CC                                                                                                                                                                                                                                                                                                                                                                                                         000136
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000020001658801P7546703  11042014900BRADESCO S/A        1007201400000000000038134CC                                                                                                                                                                                                                                                                                                                                                                                                         000137
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000030001724001P7563002  22042014900BRADESCO S/A        2306201400000000000056727CC                                                                                                                                                                                                                                                                                                                                                                                                         000138
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000040001725801P7563003  22042014900BRADESCO S/A        2107201400000000000056726CC                                                                                                                                                                                                                                                                                                                                                                                                         000139
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000050001913701P7626501  20052014900BRADESCO S/A        1906201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                                         000140
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000060001914501P7626502  20052014900BRADESCO S/A        2107201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                                         000141
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000070001915301P7626503  20052014900BRADESCO S/A        1808201400000000000055000CC                                                                                                                                                                                                                                                                                                                                                                                                         000142
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000080002064001P7639701  23052014900BRADESCO S/A        2306201400000000000065921CC                                                                                                                                                                                                                                                                                                                                                                                                         000143
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000090002065801P7639702  23052014900BRADESCO S/A        2207201400000000000065921CC                                                                                                                                                                                                                                                                                                                                                                                                         000144
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003284505000113HOSP MATERNIDADE SAO VICENTE DE PA      AVENIDA CEL JOAO COELHO, 299            BARBALHA                                63180000CE47951000100002066601P7639703  23052014900BRADESCO S/A        2108201400000000000065920CC                                                                                                                                                                                                                                                                                                                                                                                                         000145
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007951171000145RECAMONDE ARTEFATOS DE COURO LTDA       AV FRANCISCO SA , 5426                  FORTALEZA                               60310002CE47952000010002015101P7634901  22052014900BRADESCO S/A        2306201400000000000051133CC                                                                                                                                                                                                                                                                                                                                                                                                         000146
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007951171000145RECAMONDE ARTEFATOS DE COURO LTDA       AV FRANCISCO SA , 5426                  FORTALEZA                               60310002CE47952000020002016001P7634902  22052014900BRADESCO S/A        2107201400000000000051133CC                                                                                                                                                                                                                                                                                                                                                                                                         000147
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007951171000145RECAMONDE ARTEFATOS DE COURO LTDA       AV FRANCISCO SA , 5426                  FORTALEZA                               60310002CE47952000030002017801P7634903  22052014900BRADESCO S/A        2008201400000000000051134CC                                                                                                                                                                                                                                                                                                                                                                                                         000148
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007408283000154ACEF-ASSOCIACAO CULTURAL E EDUCACI      RUA ISRAEL BEZERRA , 630                FORTALEZA                               60135460CE47953000010001929301P76262    20052014900BRADESCO S/A        1906201400000000000159563CC                                                                                                                                                                                                                                                                                                                                                                                                         000149
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000010001861101P76226    16052014900BRADESCO S/A        1606201400000000000064511CC                                                                                                                                                                                                                                                                                                                                                                                                         000150
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000020001938201P7628901  20052014900BRADESCO S/A        1906201400000000000040165CC                                                                                                                                                                                                                                                                                                                                                                                                         000151
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000030001939101P7628902  20052014900BRADESCO S/A        2107201400000000000040165CC                                                                                                                                                                                                                                                                                                                                                                                                         000152
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007205073000169CONSTRUTORA BETA SA                     AV PRESIDENTE COSTA E SILVA , 2661      FORTALEZA                               60761191CE47954000040002005401P76344    21052014900BRADESCO S/A        2006201400000000000018900CC                                                                                                                                                                                                                                                                                                                                                                                                         000153
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013822617000134GRAFIMIDIAS COMERCIO DE INFORMATIC      AV ANTONIO BRASILEIRO , 955             SAO GONCALO DO                          62674000CE47955000010002031301P7636201  22052014900BRADESCO S/A        2306201400000000000055500CC                                                                                                                                                                                                                                                                                                                                                                                                         000154
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013822617000134GRAFIMIDIAS COMERCIO DE INFORMATIC      AV ANTONIO BRASILEIRO , 955             SAO GONCALO DO                          62674000CE47955000020002032101P7636202  22052014900BRADESCO S/A        2107201400000000000055500CC                                                                                                                                                                                                                                                                                                                                                                                                         000155
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013822617000134GRAFIMIDIAS COMERCIO DE INFORMATIC      AV ANTONIO BRASILEIRO , 955             SAO GONCALO DO                          62674000CE47955000030002033001P7636203  22052014900BRADESCO S/A        2008201400000000000055500CC                                                                                                                                                                                                                                                                                                                                                                                                         000156
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010584496000141TORCEDOR OFICIAL INDUSTRIA DE CONF      R GUILHERME PESSOA, 807                 FORTALEZA                               60841360CE47956000010002045301P7636901  22052014900BRADESCO S/A        2306201400000000000055700CC                                                                                                                                                                                                                                                                                                                                                                                                         000157
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010584496000141TORCEDOR OFICIAL INDUSTRIA DE CONF      R GUILHERME PESSOA, 807                 FORTALEZA                               60841360CE47956000020002046101P7636902  22052014900BRADESCO S/A        2107201400000000000055700CC                                                                                                                                                                                                                                                                                                                                                                                                         000158
