0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    03082011                                                                                                                                                                                                                                                                                                                                                                                                000001
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010600342000104RETIMAQ RETIFICA DE MOT PROD E SER      R BRASIL N1136                          CHAPADAO DO SUL                         79560000MS29437000040229162648000/02E   06062011600HSBC BANK BRASIL    0508201100000000000122009CC                                                                                                                                                                                                                                                                                                                                                                                           139600-80     000081
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010600342000104RETIMAQ RETIFICA DE MOT PROD E SER      R BRASIL N1136                          CHAPADAO DO SUL                         79560000MS29437000050229163448000/03E   06062011600HSBC BANK BRASIL    0409201100000000000122009CC                                                                                                                                                                                                                                                                                                                                                                                           139600-81     000082
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000007079884624SAMUEL ANDRADE BATISTA                  AV DR.PAULO ROSA N307                   UBERABA                                 38040090MG29438000010234098855842/04E   06072011600HSBC BANK BRASIL    0311201100000000000258001CC                                                                                                                                                                                                                                                                                                                                                                                           139600-82     000083
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000007079884624SAMUEL ANDRADE BATISTA                  AV DR.PAULO ROSA N307                   UBERABA                                 38040090MG29438000020234099655842/03E   06072011600HSBC BANK BRASIL    0410201100000000000258001CC                                                                                                                                                                                                                                                                                                                                                                                           139600-83     000084
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000007079884624SAMUEL ANDRADE BATISTA                  AV DR.PAULO ROSA N307                   UBERABA                                 38040090MG29438000030234100355842/02E   06072011600HSBC BANK BRASIL    0409201100000000000258001CC                                                                                                                                                                                                                                                                                                                                                                                           139600-84     000085
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000007079884624SAMUEL ANDRADE BATISTA                  AV DR.PAULO ROSA N307                   UBERABA                                 38040090MG29438000040234101155842/01E   06072011600HSBC BANK BRASIL    0508201100000000000257998CC                                                                                                                                                                                                                                                                                                                                                                                           139600-85     000086
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     001000924000150MAIKINIKI DIST.DE AUTO PECAS LTDA       RUA DAS NACOES,121                      BELFORD ROXO                            26120200RJ29439000010223648039534/04E   29042011900BRADESCO S/A        2708201100000000001545426CC                                                                                                                                                                                                                                                                                                                                                                                           139600-86     000087
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     001000924000150MAIKINIKI DIST.DE AUTO PECAS LTDA       RUA DAS NACOES,121                      BELFORD ROXO                            26120200RJ29439000020223650139534/05E   29042011900BRADESCO S/A        2609201100000000001545426CC                                                                                                                                                                                                                                                                                                                                                                                           139600-87     000088
1016421017027DIR_CREDIT     SERVICOS E TRANSPORTES SOLEVANTE LT     056643018000247EUCATEX S/A IND E COM                   AV JUCELINO KUBTSCHEK, 1830 V. OLIMPIA  SAO PAULO                               04543900SP2944000001                                                                                                                                          001114931           010720090000015709SN          10112010001213Prestação de serviços de mão de obra e equipamentos próprios, serviços de recepção, armazenamento e movimentação de toras, resíduos e cavacos de madeira.                                                                                       077513513000120139600-88     000089
9000088                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000090
